Listing Number,Street Number,Street Number Modifier,Street Direction,Street Name,Street Suffix,Street Post Direction,Unit,City,State,Zip Code,County,Community,Area,Listing Price,Original Price,Selling Price,Status,DOM,CDOM,Bedrooms,Baths Full Total,Baths Half Total,Bathrooms,Type Of Property,Square Footage,Lot Square Footage ,Year Built,Age Restriction,Basement,Fireplaces Total,Fireplace Type,Interior Features,Floor Covering,Architecture,Parking Covered Total,Parking Type,Building Complex Or Project Name,Lot Details,Style Code,Roof,Association,Association Dues,Home Owner Dues Included,Number Of Units In Complex,Unit Features,Agent Only Comments,Marketing Comments,Heating Cooling Type,Listing Date,Water,Energy Source,Power Company,Sewer Company,Community Features,Expiration Date,Listing Agent Full Name,Listing Office Name,Listing Office Phone,Selling Date,Selling Agent Full Name,Selling Office Name,Selling Office Phone,Sale Type 
2522898,5303,,,90th,St,E,1,Tacoma,WA,98446,Pierce,Summit,65 - Parkland,110000,110000,,Active,0,0,2,2,0,2,,1579,0,1979,False,,,,,"Vinyl Plank, Wall to Wall Carpet",,,Carport,,Paved Street,21 - Manuf-Double Wide,Composition,,,,,,Owner Occupied. Must have confirmed appointment through showing time with a minimum 1 hr notice to allow time to remove dog. Cats will remain in home but hiding. Buyer must have park approval. Please review requirements for approval and confirm that buyer can pass prior to submitting offer. Application to be submitted to park manager upon mutual acceptance.  Home sold As-Is. Please use First American for Escrow.,"Enjoy comfortable easy living in this doublewide manufactured home located in a quiet Summit area park. The enclosed covered porch offers additional useable space and connects seamlessly with a slider leading to the main living area with vaulted ceilings and a cozy wood burning fireplace! New roof installed 2021. The large primary suite provides a generous walk-in closet and nicely remodeled bathroom featuring a clawfoot soaking tub and separate shower. Large second bedroom also attached to updated full bath! Large functional utility room with w/d included leads to the back deck and fenced yard! Great layout! Don't miss this opportunity for this affordable low maintenance living!",,5/14/2026 12:00:00 AM,Public,Electric,Tacoma Public Utilities,Guardian,,,Megan Allwardt,RSVP Brokers ERA,(425) 519-3619,,,,,MLS
2522854,3017,,,Eagle,Lp,NE,,Lacey,WA,98516,Thurston,Lacey,446 - Thurston NE,565000,565000,,Active,0,0,4,2,1,2.5,,2370,4005,2013,,None,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Walk-in Closet, Walk-in Pantry","Laminate, Vinyl, Wall to Wall Carpet",Contemporary,2,"Driveway Parking, Garage-Attached, Off Street",,"Curbs, Paved Street, Sidewalk",12 - 2 Story,Composition,,66,Common Area Maintenance,,,Title Open with Chicago Title ( Bridjet Harp ). Lockbox located on side of home on gas meter.,"Welcome to this stunning 2,370 sq ft home nestled in the highly sought-after Eagle Court neighborhood ,where comfort, style, and convenience come together perfectly. Thoughtfully maintained and move-in ready, this spacious 4-bedroom, 2.5-bath gem with a bonus room checks every box on your list. Step inside to find beautiful waterproof laminate flooring throughout the main level, fresh interior paint, and an open-concept layout that's perfect for both everyday living and entertaining. Cozy up by the gas fireplace, accented by a stunning specialty tile feature wall that adds a designer touch to the inviting living area. The kitchen features gorgeous granite countertops, ample cabinet space, a convenient eating bar, gleaming stainless steel appliances, and a gas range that any home chef will love. Retreat to the generous primary suite, complete with a spa-like en-suite bathroom and an oversized walk-in closet. A large bonus room offers endless flexibility Outside, enjoy your fully fenced backyard with Plum/Peach hybrid and persimmon trees, as grape vines adorning the deck. A neighborhood park is just steps away, and you're minutes from top shopping, JBLM, and easy freeway access. This one truly has it all.  Don't miss your opportunity to call it home!",,5/14/2026 12:00:00 AM,Public,"Electric, Natural Gas",PSE,City of Lacey,"CCRs, Playground",,Darrell Scott,PNW Towns and Sound,(253) 503-3036,,,,,MLS
2522814,3416,,,161st,Ct,SE,38,Bellevue,WA,98008,King,Spiritridge,530 - Bellevue/East of 405,970000,970000,,Active,0,0,3,1,0,2.5,,1999,0,1981,,,1,,,"Ceramic Tile, Vinyl, Wall to Wall Carpet",Modern,1,"Individual Garage, Uncovered",Wildridge Park Condominium,"Dead End Street, Paved Street, Sidewalk",31 - Condo (2 Levels),Composition,,787.89,"Common Area Maintenance, Earthquake Ins., Garbage, Lawn Service, Road Maintenance, Sewer",68,"End Unit, Insulated Windows, Primary Bath, Skylights, Top Floor, Vaulted Ceilings, Walk-in Closet",Building code is 1781 (do not share). MLS box in front of unit door. Interior square footage source attached. Garage parking space & open parking space are both #38. Community has a 2-pet limit. Rental cap is at or above. Please wear shoe covers or remove shoes as the carpet has just been steam cleaned. Brand new dishwasher installed. Please use First American Title & Escrow (Christine Yuan). Seller procured inspection report available upon request after touring the property.,"Perched in one of Wildridge’s most desirable locations, this rare top-floor end unit offers sweeping views of Lake Sammamish, the Cascade Mountains, and surrounding open territory. The only unit of its kind in the community, this unique 2-story floor plan is the sole residence offering nearly 2,000 sqft of interior living space, 3 bedrooms, and 2.5 baths, including an upper-level 3rd bedroom with its own ensuite 3/4 bath, creating the perfect setup for guests, multigenerational living, or a private home office with a view. Expansive glass-lined living spaces fill the home with natural light, while the inviting main living area features a cozy wood-burning fireplace and seamless flow into the dining area and kitchen nook, all positioned to capture the scenery. The spacious primary suite offers vaulted ceilings and an ensuite full bath. Fresh interior paint, brand new dishwasher, and wall-to-wall carpet make this home move-in ready. Includes an individual garage plus an additional open parking space. Ideally located next to Spiritridge Park and minutes to Factoria, T-Mobile, I-90, I-405, Eastgate Park & Ride, dining, shopping, and award-winning Bellevue schools.",,5/14/2026 12:00:00 AM,,Electric,PSE,HOA,,,Tianle Zhuo,"Skyline Properties, Inc.",(425) 455-2065 x4742,,,,,MLS
2522076,1513,,,27th,Ave,,,Seattle,WA,98122,King,Central Area,390 - Central Seattle,1195000,1195000,,Active,0,0,3,1,1,2.25,,1920,4200,1907,,"Daylight, Partially Finished",1,,"Dbl Pane/Storm Windw, Dining Room, Walk-in Pantry","Ceramic Tile, Hardwood, Wall to Wall Carpet",Craftsman,2,Garage-Detached,Yeslers H L 2nd Add,"Alley, Curbs, Paved Street, Sidewalk",18 - 2 Stories w/Bsmnt,Composition,,0,,,,"Beautiful craftsman home in Seattle’s vibrant Central District, blending timeless character with modern comfort in one of the city’s most connected neighborhoods. Schedule appointments via Showing Time. Keybox is secured on front door. Please remember to lock all doors once showing is completed. Contact listing brokers with any questions. Offers will be reviewed on May 20th. Email offers to carmen@windermere.com by 11:00 a.m. Escrow with Sydney Rhoads at Chicago Escrow.","Beautiful craftsman home in Seattle’s vibrant Central District, blending timeless character with modern comfort in one of the city’s most connected neighborhoods. Light-filled living spaces, an open-concept layout, and stylish finishes create a warm and inviting atmosphere perfect for everyday living. Gracious-sized Living Room with hardwood floors, fireplace and natural flowing light. Whip up fabulous meals in the Kitchen which offers stainless steel appliances and it has a large pantry. The Dining Room has French Doors leading to the deck to expand your entertaining options. There is also a 2nd deck to relax or play. Add a veggie or herb garden in the backyard. Situated on an approximately 4,200 sq. ft. lot, the property provides a balance of outdoor enjoyment and low-maintenance yard. 2-car detached garage. Conveniently located near downtown Seattle, parks, cafés, restaurants, shopping, and major commuter routes. Experience comfort, convenience, and connected Seattle living in one exceptional location. This is living at its best.",,5/14/2026 12:00:00 AM,Public,"Electric, Natural Gas",City of Seattle,City of Seattle,,,Carmen Gayton,Windermere Real Estate Co.,(206) 448-6000,,,,,MLS
2470189,2729,,,Queets,Ave,,,Hoquiam,WA,98550,Grays Harbor,Beacon Hill,197 - Hoquiam,229950,229950,,Active,0,0,2,1,0,1,,1044,10454,1920,,None,0,,Dining Room,"Vinyl, Wall to Wall Carpet",NW Contemporary,1,"Driveway Parking, Garage-Detached",,"Curbs, Paved Street, Sidewalk",10 - 1 Story,Composition,,0,,,,Home Sold As-Is   -  PLEASE remove shoes and/or use foot coverings provided as carpet is brand new.  Use Showing Time for all showing requests. NOTE: Please do NOT open blinds behind couch; new bracket to be installed.  All furnishing negotiable upon request.  Grays Harbor Title # GR 26657.,"Tucked away on a quiet street, this inviting home offers a peaceful backdrop of wooded hillside views making it your own private backyard retreat. Unwind on the expansive rear deck surrounded by nature, or start your mornings on the welcoming front porch, coffee in hand, greeting friendly passersby. Inside, enjoy a spacious living room ideal for relaxing or entertaining, plus a generously sized dining area perfect for hosting gatherings. The large kitchen comes fully equipped with all appliances and offers plenty of room to cook and create. Stay comfortable year-round with a mini-split heating & cooling system.  The home features two well-sized bedrooms, a full bathroom, and fresh new carpet and interior paint in 2026. Parking is easy with a one-car detached garage with storage, two driveway spaces, and additional street parking. A wonderful opportunity to enjoy comfort, privacy, and convenience, Don’t miss it.",,5/14/2026 12:00:00 AM,Public,Electric,,,,,Justin Riba,"John L. Scott, Inc.",(253) 841-7000,,,,,MLS
2523191,8011,,,188th,Ave,SW,,Rochester,WA,98579,Thurston,Rural,455 - Rochester,615000,615000,,Active,0,0,3,1,1,2.25,,2730,165092,1979,,None,0,,"Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Walk-in Pantry","Ceramic Tile, Laminate",,5,"Driveway Parking, Garage-Attached, Garage-Detached",Byles James Dlc,"Dead End Street, Open Space, Paved Street, Sidewalk",10 - 1 Story,Composition,,0,,,,"Home is vacant, please go and show. Built-in vacuum system, condition unknown. Please call listing agent with any questions. Please use Team Taft at First American Title: teamtaft@firstam.com   Well is located in the detached garage","Welcome to rural Rochester living! Nestled on approximately 3.79 acres, this spacious rambler-style home offers the perfect blend of comfort, functionality, and peaceful country charm. Featuring 3 bedrooms, 2.5 bathrooms, and over 2,700 square feet of living space, this property provides room to spread out both inside and out. Step inside to discover a thoughtfully designed floor plan with generous living areas, a cozy family room, and abundant natural light throughout. The kitchen flows seamlessly into the dining and living spaces, making entertaining effortless. Enjoy the evening of the West facing sunroom while you overlook the spacious backyard and property. The primary suite opens to a large bathroom that offers many amenities. Outside, enjoy the serenity of your acreage from the expansive deck overlooking the property. Mature landscaping, open space, and ample parking, including an attached garage with room for multiple vehicles. Property has 2 large detached buildings; 30x60 insulated & heated garage with a small office, 26x48 RV building with two 12x14 sliding doors and a 10x12 roll up door, making this home ideal for hobbies, RV storage, or simply enjoying the outdoors. Conveniently located just minutes from I-5, this property offers the privacy of rural living while remaining within easy reach of shopping, dining, and commuting routes. Whether you’re looking for space to garden, entertain, or simply unwind, this Rochester retreat delivers endless possibilities",,5/14/2026 12:00:00 AM,Individual Well,Electric,Puget Sound Energy,OSS,,,John P Hedgers,eXp Realty,(888) 317-5197,,,,,MLS
2521389,16915,,,226th,Ave,NE,,Woodinville,WA,98077,King,Saybrook,600 - Juanita/Woodinville,2175000,2175000,,Active,0,0,4,2,2,3,,4020,61419,1998,,None,2,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Fireplace (Primary BR), French Doors, High Tech Cabling, Hot Tub/Spa, Security System, Skylights, Vaulted Ceilings, Walk-in Closet, Walk-in Pantry, Wet Bar, Wine/Beverage Refrigerator, Wired for Generator","Ceramic Tile, Marble, See Remarks, Stone, Wall to Wall Carpet",Contemporary,3,"Driveway Parking, Garage-Attached",Saybrook Estates,"Cul-de-sac, Dead End Street, Open Space, Paved Street, Secluded",15 - Multi Level,Composition,,59.75,"Common Area Maintenance, Road Maintenance",,,"Owner occupied. Please use ShowingTime to schedule appointments and wait for confirmation. Two-hour advance notice requested. Please remove shoes upon entry. Showings begin Friday, 05/15 at 1:00 PM. Please contact the helpful LA with any questions. Pre-inspection report available upon request after showing. Includes a one-year home warranty. Seller is downsizing-please inquire if interested in furniture. Title is open with WFG #26-140049. Escrow with Jasmin Antrim antrimteam@wfgtitle.com","Extraordinary custom home by Ben Leland in desirable Saybrook Estates on a private 1.4-acre landscaped lot backing to greenbelt. Thoughtfully updated with new furnace & A/C (2025), new windows, roof & gutters (2021), IBC Tankless Water Heater (2019), backup generator, and EV charger (2024). Stunning chef’s kitchen with quartz slabs, custom cabinetry, wet bar, and heated porcelain floors. Main-floor primary retreat with sitting area, gas fireplace, spa-like marble bath, and private patio access. Soaring ceilings, expansive windows, radiant heated floors, elegant living spaces, office, and spacious bonus room with private stair access. Insulated connected outbuilding ideal for office, gym, or studio. Covered patio with fireplace, circular drive, and located in acclaimed Northshore School District. Luxury, privacy, and timeless craftsmanship.",,5/14/2026 12:00:00 AM,Public,"Electric, Ground Source",Puget Sound Energy,Septic,CCRs,,Angelica Reyna,eXp Realty,(888) 317-5197,,,,,MLS
2521450,2708,,NE,98th,St,,,Seattle,WA,98115,King,Wedgwood,710 - North Seattle,1299950,1299950,,Active,0,142,4,2,1,2.5,,3100,9152,2001,,"Daylight, Fully Finished",0,,"Bath Off Primary, Dbl Pane/Storm Windw, Security System, Vaulted Ceilings, Walk-in Closet","Ceramic Tile, Hardwood, Laminate, Wall to Wall Carpet, Vinyl Plank",Modern,0,"Driveway Parking, Off Street",Chittendon-Munger cos 1/4 ac,Paved Street,26 - 3 Story w/Bsmt,Composition,,0,,,,Please use Showing Time to schedule then Go & Show! . Seller-procured inspection and sewer scope available - Contact Listing Agent for copy of seller-procured inspection and sewer scope. Stewart Title & Escrow. Tammy Woodruff. Preliminary Title in supplements.,"Sophisticated, multi-level Wedgwood/Meadowbrook home combines a private and comfortable retreat with the conveniences of urban life. The main floor features an open-concept layout with hardwood floors, granite counters, a chef's kitchen, and a convenient powder room. A wall of windows and a spacious deck overlook a spectacular natural setting. The upper floor boasts a primary suite with an en-suite bath, two walk-in closets, and a Juliet balcony perfect for quiet relaxation among the treetops. The lower-level bedrooms and an enclosed deck provide exceptional flexibility—ideal for a home office, fitness area, or creative hobby space. The expansive recreation room and extra finished room downstairs offer even more living area. This unique floor plan offers versatile living arrangements to suit any lifestyle. Conveniently located near the University of Washington, U Village, Seattle Children’s, and Northgate light rail.",,5/14/2026 12:00:00 AM,Public,"Electric, Natural Gas",Seattle City Light,Seattle Public Utilities,,,Alexander Kochan,Windermere West Metro,(206) 935-7200,,,,,MLS
2523321,16320,,,3rd,Ave,NE,,Duvall,WA,98019,King,Duvall,600 - Juanita/Woodinville,930000,930000,,Active,0,0,4,2,0,2.75,,2170,7643,1997,,Fully Finished,1,,"Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Hot Tub/Spa, Solarium/Atrium, Vaulted Ceilings, Walk-in Closet","Ceramic Tile, Hardwood, Wall to Wall Carpet",NW Contemporary,2,Garage-Attached,Cherrybrooke,"Cul-de-sac, Curbs, Paved Street, Sidewalk",13 - Tri-Level,"Composition, See Remarks",,0,,,,"ShowingTime for instant confirmation.  Chicago Title Bellevue for Escrow.  Request pre-inspection after showing. New Roof in Feb 2026.  Estate exempt from Form 17, Trustee has never lived in the home. Buyer to verify all to satisfaction.","Time to call a house ""HOME""! Perched above charming downtown Duvall on a quiet cul-de-sac, this beautifully updated 4 bed, 3 bath home captures stunning west-facing Cherry Valley sunsets from walls of picture windows. Soaring ceilings, rich hardwoods & plantation shutters fill the home w/natural light, while the thoughtfully designed floor plan offers flexibility for multigenerational living, guests, live-in nanny, or MIL potential. The centerpiece kitchen features excellent storage, a massive marble slab island & counters & seamless flow into the dining area for effortless entertaining. Upstairs offers 3 bedrooms, including a luxurious primary suite w/custom closets & spa-inspired bath. The fully finished lower level includes a large bedroom w/Murphy bed, full bath & huge bonus/bed/office/playroom! The family room leads to an enclosed sunroom w/skylights for year-round indoor/outdoor living. Enjoy the low-maintenance expansive entertaining deck overlooking the lawn & terraced gardens inside a private greenbelt. Shed/playhouse, Central A/C & NEW ROOF & carpet complete the package. Incredible walkability just blocks to Main St shops, restaurants, parks & the 32.5-mile Snoqualmie Valley Trail, plus 1 block to Cherry Valley Elementary & Microsoft Connector. Ideally located near world-class recreation, lakes, trails, mountain passes, Woodinville wine country, Redmond, Bellevue & major tech employers. NO HOA, Pre-inspected & move-in ready!",,5/14/2026 12:00:00 AM,Public,"Electric, Natural Gas, Wood",PSE,City of Duvall,,,Jen Brooks,RE/MAX Northwest,(425) 519-9110,,,,,MLS
2522859,16972,,,Vaughn Rd,,,,Mount Vernon,WA,98273,Skagit,West Mount Vernon,835 - Mount Vernon,540000,540000,,Active,0,0,3,1,0,1.75,,1850,9583,1965,,None,1,,"Dining Room, Vaulted Ceilings","Laminate Hardwood, Vinyl, Wall to Wall Carpet",Mid-Century,1,"Driveway Parking, Garage-Attached, Off Street",,Paved Street,10 - 1 Story,Metal,,0,,,,"Home is vacant. Please schedule with Showing time. Groundworks redid foundation support system in 2026 and warranty is transferrable to new owner.","Charming one-level country home with vaulted ceilings, established gardens, and fruit trees. This 3 bed, 1.75 bath home includes two large finished bonus rooms offering flexible living space for guests, office, hobbies, or second living area. Fully fenced property with RV parking and a 24x13 shop with power. Recent upgrades include a metal roof, Alpine windows, new heat pump, flooring, paint, and foundation stabilization system by Groundworks with a transferrable warranty. Move-in ready with room to add your personal touches!",,5/14/2026 12:00:00 AM,Public,"Electric, Natural Gas",PSE,Septic,,,Angie Bossarte,Keller Williams Western Realty,(866) 738-7070,,,,,MLS
2522867,5910,,,Dayton,Ave,N,,Seattle,WA,98103,King,Phinney Ridge,705 - Ballard/Greenlake,1100000,1100000,,Active,0,0,2,1,0,1.75,,1910,3250,1918,,,1,,,"Ceramic Tile, Fir/Softwood, Hardwood",,1,None,,"Curbs, Paved Street, Sidewalk",16 - 1 Story w/Bsmnt.,Composition,,0,,,,"Please use showing time. Questions, call/text Eduardo Avilez 919-906-8381 Please allow for 24 hour response time. Title & Escrow Chicago Title Nikki Dennis #500166740.","Perched in one of Seattle’s most sought-after neighborhoods, this charming Phinney Ridge craftsman blends timeless character with thoughtful updates and incredible future potential. Ideally situated above the street in a peaceful residential setting, this 2-bedroom, 1.75-bath home offers warm hardwood floors, fresh interior paint, abundant natural light, and an inviting layout that lives larger than its footprint. The spacious updated kitchen provides ample cabinet and counter space while connecting comfortably to the dining area, creating a functional layout ideal for both everyday living and entertaining. Enjoy morning coffee on the covered front porch or unwind on the private back deck overlooking the fully fenced backyard. Major system updates provide peace of mind, including a newly updated A/C system installed in January 2024 and updated main water lines to the property. The partially unfinished basement offers approximately 770 sq ft of additional space ready for your vision—home office, gym, media room, guest suite, or future expansion possibilities. Vintage details and classic Seattle charm combine with modern comfort to create a home full of personality and opportunity. Located in the heart of Phinney Ridge, you are just moments from neighborhood cafés, local restaurants, Green Lake, Woodland Park Zoo, Fremont/Ballard. Access to downtown Seattle, South Lake Union, and major commuter routes makes this location convenient while still maintaining a peaceful feel.",,5/14/2026 12:00:00 AM,Public,"Electric, Natural Gas",Seattle City Lights,Seattle Public Utilities,,,Eduardo Avilez,CENTURY 21 Real Estate Center,(425) 775-8525,,,,,MLS
2521180,12456,,,4th,Ave,SW,,Seattle,WA,98146,King,Hazel Valley,130 - Burien/Normandy Park,649975,649975,,Active,0,0,3,2,1,2.5,,1470,3000,2011,,None,0,,"Bath Off Primary, Skylights",Laminate Hardwood,NW Contemporary,1,Garage-Attached,,"Open Space, Paved Street, Sidewalk",12 - 2 Story,Composition,,0,,,,"Please use Showing Time for immediate confirmation of appointments. Pre-Inspection Report on supplements. First American Title and Escrow, File #4369729.","Welcome Home to this beautifully refreshed gem offering comfort, style, and quality throughout! From the moment you step inside, you’ll appreciate the elegant rounded corners, classic six-panel doors, crisp white millwork, and natural light streaming through the skylight. The dream kitchen shines with hardwood floors, granite countertops, and stainless steel appliances — perfectly designed for everyday living and entertaining. An ideal open-concept great room with hardwood flooring creates a warm and inviting atmosphere. Retreat to the spacious primary suite featuring a generous walk-in closet and private full bath. Fresh interior paint makes this home truly move-in ready. Conveniently located near shopping, restaurants, and freeway access, this is the perfect place to call home!",,5/14/2026 12:00:00 AM,Public,"Electric, Natural Gas",Seattle CityLight,SW Suburban Sewer District,,,Gary Ly,"John L. Scott, Inc",(425) 227-9200,,,,,MLS
